bibcode;labelDE;name;address - strasse;adresse - nummer;adresse - zusatz;zip;city;country;mail;kontakt - name;kontakt - vorname;kontakt - anrede;kontakt - email;korrespondenzsprache;bfs code;worldcat ja/nein;WorldCat Symbol;CBS Library Code;Verrechnung Kostenbeitrag (Auswahl);Kostenbeitrag basiert auf;Zusage Kostenbeitrag ja/nein;Beitrag 2018;Beitrag 2019;Beitrag 2020;Bemerkung Kostenbeitrag;Rechnungsadresse = Postadresse ja/nein;Rechnungsadresse - name;Rechnungsadresse - strasse;Rechnungsadresse - nummer;Rechnungsadresse - zusatz;Rechnungsadresse - plz;Rechnungsadresse - ort;Rechnungsadresse - country;Kontakt Rechnung - Name;Kontakt Rechnung - Vorname;Kontakt Rechnung - Anrede;Kontakt Rechnung - mail;mwst ja/nein;Grund Mehrwertsteuerbefreiung;e-rechnung ja/nein;Bemerkung Rechnungsstellung;Koordinaten;admininstitution bfs code;Kostenbeitrag über Verbund / Zugehörigkeit;Kostenbeitrag über Uni/FH - Uni;Zugehörigkeit Institution;SAP - Name 1 (35 Zeichen);SAP - Name 2 (35 Zeichen);SAP - Name 3 (35 Zeichen);SAP - Name 4 (35 Zeichen)
sala;Bibliothèque publique et scolaire de Vully-les-Lacs, Salavaux;Bibliothèque publique et scolaire de Vully-les-Lacs;Route du Gros-Buisson ;7;;1585;Salavaux;ch;biblio@vully-les-lacs.ch;;;;;f;;nein;;;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;;;;;;Bibliothèque publique et scolaire;de Vully-les-Lacs;;
sarraz;Bibliothèque scolaire de la Sarraz;Collège des Guébettes, Bibliothèque scolaire;Collège des Guébettes;;;1315;La Sarraz;ch;bibliotheque@sarrazlisle.educanet2.ch;;;;;f;;nein;;;direkt;Anzahl Aufnahmen;offen;50;100;100;;ja;;;;;;;;;;;;ja;;nein;;;;;;;Collège des Guébettes;Bibliothèque scolaire;;
savigny;Bibliothèque de l'établisement du Jorat, Savigny;Bibliothèque de l'établisement du Jorat;Rte de Mollie-Margot ;1;;1073;Savigny;ch;bibliotheque.savigny@dujorat.educanet2.ch;;;;;f;U6593;nein;;;direkt;BfS-Zahlen;offen;627;1254;1254;;ja;;;;;;;;;;;;ja;;nein;;;;;;;Bibliothèque;de l'établisement du Jorat;;
SBA;Schweizer Bauschule Aarau, Unterentfelden;Schweizer Bauschule Aarau, Mediothek;Suhrenmattstrasse ;48;;5035;Unterentfelden;ch;mediothek.bauschule@ag.ch;;;;;g;;;CHAKB;8095;Über Institution;Freiwilliger Beitrag;ja;0;0;0;;;;;;;;;;;;;;ja;;;;47.3620059, 8.0496981;;ABN;;ABNKB;;;;
sbi;Uni Lausanne - Biologie, indisponible (-x);Faculté de biologie et de médecine - Bibliothèque de biologie (Uni. Biologie);Biophore;;;1015;Lausanne;ch;;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;;U2005;;UNIL;UNIL;;;;
SBZ;Stadtbibliothek Zofingen - Historischer Bestand;Stadtbibliothek Zofingen - Historischer Bestand;Hintere Hauptgasse ;20;;4800;Zofingen;ch;;;;;;g;;nein;;;direkt;;;;;;Neu dazu gekommen, nach Versandaktion;ja;;;;;;;;;;;;;;nein;;;;;;;Stadtbibliothek Zofingen;;;
SECO;Dokumentationszentrum SECO, Bern;;Belpstrasse ;18;;3003;Bern;ch;info@seco.admin.ch ;;;;;g;;nein;;;Über Institution;Anzahl Aufnahmen;ja;50;100;100;;;;;;;;;;;;;;ja;;;;46.9451098, 7.4327613;;Alexandria;;ALEXKB;;;;
SERVAL;SERVAL - Serveur académique lausannois;SERVAL - Serveur académique lausannois;Unithèque;;;1015;Lausanne;ch;;Schweiger;Andrea;Frau;;f;;nein;;;Keine Verrechnung;;;0;0;0;;;;;;;;;;;;;;;;;;46.5228055, 6.5794421;;;;;;;;
SGAFS;Amt für Soziales, St. Gallen;Amt für Soziales, St. Gallen;Spisergasse ;41;;9001;St. Gallen;ch;info.diafso@sg.ch;;;;;g;;;CHSGL;8093;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;;;;;;Amt für Soziales;;;
SGAFU;Amt für Umweltschutz, St. Gallen;Amt für Umweltschutz, St. Gallen;Lämmlisbrunnenstrasse ;54;;9001;St. Gallen;ch;info.afu@sg.ch;;;;;g;;;CHSGL;8093;direkt;Anzahl Aufnahmen;nein;50;100;100;;ja;;;;;;;;;;;;ja;;nein;;47.4260605, 9.3826419;;;;;Amt für Umweltschutz;;;
SGARC;Archäologie St.Gallen;Archäologie St.Gallen;Rorschacherstrasse ;23;;9001;St. Gallen;ch;ornella.galante@sg.ch;Steinhauser;Regula;Frau;regula.steinhauser@sg.ch;g;;;CHSGL;8093;direkt;Anzahl Aufnahmen;ja;50;100;100;;ja;;;;;;;;;;;;ja;;nein;;47.4264757, 9.3804166;;;;;Archäologie St.Gallen;;;
SGARK;Kantonsbibliothek Appenzell Ausserrhoden, Trogen;Kantonsbibliothek Appenzell Ausserrhoden, Trogen;Landsgemeindeplatz;1/7;;9043;Trogen;ch;kantonsbibliothek@ar.ch;Eisenhut;Heidi;Frau;heidi.eisenhut@ar.ch;g;U4051;;CHSGL;8093;direkt;BfS-Zahlen;ja;214;429;429;;ja;;;;;;;;;;;;ja;;nein;;47.407675, 9.4651201;;;;;Kantonsbibliothek;;;
SGASL;Archiv für Schweizer Landschaftsarchitektur, Rapperswil;;Oberseestrasse ;10;;8640;Rapperswil;ch;;;;;;g;;nein;;;Keine Verrechnung;;;;;;1 Treffer;;;;;;;;;;;;;;;;;47.2230647, 8.8165114;;;;;;;;
SGBBA;Denkmalpflege St. Gallen - Bibliothek Bernhard Anderes;Bibliothek Bernhard Anderes, Denkmalpflege Kanton St. Gallen;Rorschacher Strasse ;23;;9001;St. Gallen;ch;denkmalpflege@sg.ch;;;;;g;;;CHSGL;8093;direkt;Anzahl Aufnahmen;ja;50;100;100;;ja;;;;;;;;;;;;ja;;nein;;47.4264757, 9.3804166;;;;;Denkmalpflege Kanton St. Gallen;Bibliothek Bernhard Anderes;;
SGBDR;Baudepartement St. Gallen;Baudepartement St. Gallen;Lämmlisbrunnenstrasse ;54;;9001;St. Gallen;ch;info.bd@sg.ch;;;;;g;;;CHSGL;8093;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;47.4260605, 9.3826419;;;;;Baudepartement St. Gallen;;;
SGDKM;Diözesane Kirchenmusikschule St. Gallen;Diözesane Kirchenmusikschule St.Gallen;Klosterhof;6B;;9000;St. Gallen;ch;;Baumann;Christine;Frau;c.baumann@kirchenmusik-sg.ch;g;;;CHSGL;8093;direkt;Freiwilliger Beitrag;ja;35;70;70;;ja;;;;;;;;;;;;ja;;nein;;47.4229823, 9.3773594;;;;;Diözesane Kirchenmusikschule;;;
SGEDR;ED Rechtsdienst St. Gallen;ED Rechtsdienst St. Gallen;Davidstrasse ;31;;9001;St. Gallen;ch;;;;;;g;;;CHSGL;8093;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;47.4198306, 9.3683898;;;;;ED Rechtsdienst St. Gallen;;;
SGFB;Stadtbibliothek St. Gallen - Bibliothek Hauptpost;Stadtbibliothek St. Gallen - Bibliothek Hauptpost;Gutenbergstrasse;2;;9000;St. Gallen;ch;info@bibliosg.ch;Oberholzer;Christa;Frau;christa.oberholzer@stadt.sg.ch;g;;;CHGAL;8060;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;47.4270094, 9.3770289;U4048;;SBSG;SBSG;;;;
SGFBK;Stadtbibliothek St.Gallen - Katharinen;Stadtbibliothek St.Gallen Katharinen, Kinder- und Jugendbibliothek;Katharinengasse ;11;;9000;St.Gallen;ch;bibliothek@stadt.sg.ch;Oberholzer;Christa;Frau;christa.oberholzer@stadt.sg.ch;g;;;CHGAL;8060;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;47.4270094, 9.3770289;U4048;;SBSG;SBSG;;;;
SGFDG;Finanzdepartement St. Gallen;Finanzdepartement St. Gallen;Davidstrasse ;35;;9001;St. Gallen;ch;gs.fdgs@sg.ch;;;;;g;;;CHSGL;8093;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;47.4195723, 9.3676911;;;;;Finanzdepartement St. Gallen;;;
SGGBS;Gewerbliches Berufs- und Weiterbildungszentrum St.Gallen;Mediothek des Gewerblichen Berufs- und Weiterbildungszentrums St.Gallen GBS;Davidstrasse ;25;;9000;St. Gallen;ch;gbs.info@sg.ch;;;;;g;;;CHSGL;8093;direkt;Freiwilliger Beitrag;ja;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;47.4202805, 9.3695509;;;;;GBS;Mediothek;;
SGGDK;Kantonsarztamt St. Gallen;Kantonsarztamt St. Gallen;Moosbruggstrasse ;11;;9000;St. Gallen;ch;info.kantonsarzt@sg.ch;;;;;g;;;CHSGL;8093;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;47.4231998, 9.3794089;;;;;Kantonsarztamt St. Gallen;;;
SGGDR;Gesundheitsdepartement St.Gallen - Rechtsdienst;Gesundheitsdepartement St.Gallen - Rechtsdienst;Davidstrasse ;27;;9001;St. Gallen;ch;info.gdrd@sg.ch;;;;;g;;;CHSGL;8093;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;47.4200845, 9.3690513;;;;;Gesundheitsdepartement;Rechtsdienst;;
SGJPD;Justiz- und Polizeidepartement St. Gallen;Justiz- und Polizeidepartement St. Gallen;Moosbruggstrasse ;11;;9001;St. Gallen;ch;info.sjdgs@sg.ch;;;;;g;;;CHSGL;8093;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;47.4231998, 9.3794089;;;;;Justiz- und Polizeidepartement;;;
SGKBN;KB Vadiana St. Gallen - Naturhistorisches Museum;Kantonsbibliothek (Vadiana);Notkerstrasse ;22;;9000;St. Gallen;ch;ILL.SGS@dim-kb.sg.ch;Abun-Nasr;Sonia;Frau;sonia.abun-nasr@sg.ch;g;;;CHSGL;8093;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;47.4290954, 9.3819308;U4047;;VADIANA;VADIANA;;;;
SGKBV;KB Vadiana St. Gallen;Kantonsbibliothek St.Gallen, Vadiana;Notkerstrasse ;22;;9000;St. Gallen;ch;kb.vadiana@sg.ch;Abun-Nasr;Sonia;Frau;sonia.abun-nasr@sg.ch;g;;;CHSGL;8093;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;Pichler;Rafaela;Frau;;;;;;47.4290954, 9.3819308;U4047;;VADIANA;VADIANA;;;;
SGKFA;Kantonales Forstamt St. Gallen;Kantonales Forstamt St. Gallen;Davidstrasse ;35;;9001;St. Gallen;ch;info.vdkfa@sg.ch;;;;;g;;;CHSGL;8093;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;47.4195723, 9.3676911;;;;;Kantonales Forstamt St. Gallen;;;
SGKGB;Kantonsgericht St. Gallen;Kantonsgericht St. Gallen;Klosterhof ;1;;9000;St. Gallen;ch;;;;;;g;;;CHSGL;8093;direkt;Anzahl Aufnahmen;nein;50;100;100;;ja;;;;;;;;;;;;ja;;nein;;47.4239989, 9.3776552;;;;;Kantonsgericht St. Gallen;;;
SGKHI;KB Vadiana St. Gallen - Historisches Museum;Kantonsbibliothek (Vadiana);Notkerstrasse ;22;;9000;St. Gallen;ch;ILL.SGS@dim-kb.sg.ch;Abun-Nasr;Sonia;Frau;sonia.abun-nasr@sg.ch;g;;;CHSGL;8093;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;47.4290954, 9.3819308;U4047;;VADIANA;VADIANA;;;;
SGKIS;Ostschweizer Kinderspital, St. Gallen;Ostschweizer Kinderspital, St. Gallen;Claudiusstrasse ;6;;9006;St. Gallen;ch;;;;;;g;;;CHSGL;8093;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;47.4298583, 9.3937719;;;;;Ostschweizer Kinderspital;;;
SGKMB;Kloster Magdenau, Wolfertswil;Kloster Magdenau, Wolfertswil;Kloster Magdenau;;;9116;Wolfertswil;ch;magdenau@bluewin.ch;;;;;g;;;CHSGL;8093;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;47.4023416, 9.1701958;;;;;Kloster Magdenau;;;
SGKPN;Psychiatrische Dienste Wil;Bibliothek der kantonalen psychiatrischen Dienste Nord, Wil;Zürcher Strasse ;30;;9501;Wil;ch;info@psgn.ch;;;;;g;;;CHSGL;8093;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;47.4657227, 9.0366273;;;;;Psychiatrische Dienste;Bibliothek;;
SGKSB;Kantonsschule am Burggraben St.Gallen;Bibliothek der Kantonsschule am Burggraben St.Gallen;Burggraben ;21;;9000;St. Gallen;ch;bibliothek.ksbg@sg.ch;Akeret;Beatrice;Frau;Beatrice.Akeret@sg.ch;g;;;CHSGL;8093;direkt;Anzahl Aufnahmen;ja;150;300;300;;ja;;;;;;;;;;;;ja;;nein;;47.4254983, 9.3802219;;;;;Kantonsschule am Burggraben;Bibliothek;;
SGKSH;Kantonsschule Heerbrugg;Mediothek der Kantonsschule Heerbrugg;Karl-Völkerstr. ;11;;9435;Heerbrugg;ch;mediothek@ksh.edu;Köppel;Doris;Frau;doris.koeppel@sg.ch;g;;;CHSGL;8093;direkt;Anzahl Aufnahmen;ja;150;300;300;;ja;;;;;;;;;;;;ja;;nein;;47.4158235, 9.6292876;;;;;Kantonsschule Heerbrugg;Mediothek;;
SGKSP;Bibliotheksdienst Kantonsspital St.Gallen;Bibliotheksdienst Kantonsspital St.Gallen;Rorschacher Strasse;;;9007;St. Gallen;ch;;;;;;g;;nein;;;Keine Verrechnung;;;;;;0 Treffer;;;;;;;;;;;;;;;;;47.4361684, 9.4028497;;;;;;;;
SGKSS;Kantonsschule Sargans;Mediathek der Kantonsschule Sargans;Pizolstrasse ;14;;7320;Sargans;ch;mediathek.kss@sg.ch;;;;;g;;;CHSGL;8093;direkt;Anzahl Aufnahmen;ja;125;250;250;;ja;;;;;;;;;;;;ja;;nein;;47.0441453, 9.4394392;;;;;Mediathek der Kantonsschule Sargans;;;
SGKSW;Kantonsschule Wattwil;Mediothek der Kantonsschule Wattwil;Näppisuelistrasse ;11;;9630;Wattwil;ch;mediothek-ksw@sg.ch;Schmid;Ruth;Frau;Ruth.Schmid@sg.ch;g;;;CHSGL;8093;direkt;Anzahl Aufnahmen;ja;125;250;250;;ja;;;;;;;;;;;;ja;;nein;;47.3012889, 9.0873116;;;;;Mediothek der Kantonsschule Wattwil;;;
SGMSZ;Musikschulzentrum St.Gallen;Musikakademie St.Gallen: Musikschulzentrum;Rorschacherstrasse ;25;;9004;St. Gallen;ch;musikschule@stadt.sg.ch;;;;;g;;;CHSGL;8093;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;47.4264954, 9.3808548;;;;;Musikakademie St.Gallen;Musikschulzentrum;;
SGRAG;Ragaziana, Bad Ragaz;Ragaziana Bibliothek;Badstrasse ;16;;7310;Bad Ragaz;ch;;Zindel;Alex;Herr;alex.zindel@bluewin.ch;g;;;CHSGL;8093;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;47.000109, 9.50039;;;;;Ragaziana Bibliothek;;;
SGSBI;Kooperative Speicherbibliothek Schweiz, Büron;Kooperative Speicherbibliothek Schweiz, Büron;Grabmattenstrasse ;15;;6233;Büron;ch;;;;;;g;;;CHUGI;8059;Über Leitbibliothek;;;;;;;;;;;;;;;;;;;;;;;;;;;UNISG;;;;
SGSBK;Kooperative Speicherbibliothek Schweiz, Büron;Kooperative Speicherbibliothek Schweiz, Büron;;;;;;ch;;;;;;g;;;CHUGI;8059;Keine Verrechnung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SGSKR;Staatskanzlei St. Gallen;Staatskanzlei St. Gallen;Regierungsgebäude;;;9001;St. Gallen;ch;;;;;;g;;;CHSGL;8093;direkt;Freiwilliger Beitrag;ja;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;47.4244818, 9.3767173;;;;;Staatskanzlei St. Gallen;;;
SGSKS;Berufs- und Weiterbildungszentrum Sarganserland;Bibliothek des Berufs- und Weiterbildungszentrum Sarganserland;Langgrabenweg;;;7320;Sargans;ch;info@bzsl.ch;;;;;g;;;CHSGL;8093;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;47.0451373, 9.4494053;;;;;Berufs- und Weiterbildungszentrum;Bibliothek;;
SGSTA;Staatsarchiv St. Gallen;Staatsarchiv St. Gallen;Regierungsgebäude;;;9001;St. Gallen;ch;info.staatsarchiv@sg.ch;Gemperli;Stefan;Herr;stefan.gemperli@sg.ch;g;;;CHSGL;8093;direkt;recherchierte BfS-Zahlen;ja;147;293;293;;ja;;;;;;;;;;;;ja;;nein;;47.4244818, 9.3767173;;;;;Staatsarchiv St. Gallen;;;
SGSTI;Stiftsbibliothek St. Gallen;Stiftsbibliothek St.Gallen, Bibliothek des ehemaligen Klosters St.Gallen, Bestandteil des Weltkulturerbes Stiftsbezirk St.Gallen;Klosterhof;6d;;9004;St. Gallen;ch;stibi@stibi.ch;Kathrin;Kathrin;Frau;Kathrin.Hug@kk-stibi.sg.ch;g;;;CHSGL;8093;direkt;recherchierte BfS-Zahlen;ja;231;462;462;;ja;;;;;;;;;;;;ja;;nein;;47.4227818, 9.3764374;;;;;Stiftsbibliothek St.Gallen;;;
SGSTR;Stiftsarchiv St. Gallen;Stiftsarchiv St. Gallen;Regierungsgebäude;;;9001;St. Gallen;ch;info.stiftsarchiv@sg.ch;;;;;g;;;CHSGL;8093;direkt;Anzahl Aufnahmen;ja;75;150;150;;ja;;;;;;;;;;;;ja;;nein;;47.4244818, 9.3767173;;;;;Stiftsarchiv St. Gallen;;;
SGTB;Textilbibliothek St. Gallen;Textilbibliothek St. Gallen;Vadianstrasse ;2;;9000;St. Gallen;ch;bibliothek@textilmuseum.ch;Judith;Fuchs;Frau;;g;;;CHSGL;8093;direkt;Anzahl Aufnahmen;ja;150;300;300;;ja;;;;;;;;;;;;ja;;nein;;47.4234223, 9.3736503;;;;;Textilbibliothek St. Gallen;;;
SGVDR;Volkswirtschaftsdepartement St. Gallen - Rechtsdienst;Volkswirtschaftsdepartement St. Gallen - Rechtsdienst;Davidstrasse ;35;;9001;St. Gallen;ch;info.vdgs@sg.ch;;;;;g;;;CHSGL;8093;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;47.4195723, 9.3676911;;;;;Volkswirtschaftsdepartement;Rechtsdienst;;
SGVSG;Versicherungsgericht St. Gallen;Versicherungsgericht des Kantons St.Gallen;Wassergasse ;44;;9001;St. Gallen;ch;;;;;;g;;;CHSGL;8093;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;47.4201755, 9.3714379;;;;;Versicherungsgericht;;;
SGWYB;Wyborada, St. Gallen;Frauenbibliothek und Fonothek Wyborada;Davidstrasse ;42;;9000;St. Gallen;ch;info@wyborada.ch;Lüscher;Regula;Frau;;g;;nein;;;direkt;Anzahl Aufnahmen;nein;75;150;150;;ja;;;;;;;;;;;;ja;;nein;;47.4199241, 9.3676376;;;;;Wyborada;;;
SGZFB;KB Vadiana - St. Galler Zentrum für das Buch;Kantonsbibliothek Vadiana, St.Galler Zentrum für das Buch;Notkerstrasse ;22;;9000;St. Gallen;ch;kb.vadiana@sg.ch;Abun-Nasr;Sonia;Frau;sonia.abun-nasr@sg.ch;g;;;CHSGL;8093;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;47.4290954, 9.3819308;U4047;;VADIANA;VADIANA;;;;
SIWE;Kunstbibliothek Sitterwerk, St. Gallen;Kunstbibliothek Sitterwerk St.Gallen;Sittertalstrasse ;34;;9014;St. Gallen;ch;kunstbibliothek@sitterwerk.ch;;;;;g;;;CHSGL;8093;direkt;Anzahl Aufnahmen;ja;100;200;200;;ja;;;;;;;;;;;;ja;;nein;;47.4104523, 9.322816;;;;;Kunstbibliothek Sitterwerk;;;
smra;Site et Musée romains d'Avenches (SMRA);Site et Musée romains d'Avenches;Av. Jomini ;16;;1580;Avenches;ch;musee.romain@vd.ch ;Matthey;Cécile;Frau;cecile.matthey@vd.ch;f;;nein;;;direkt;Anzahl Aufnahmen;ja;75;150;150;;ja;;;;;;;;;;;;ja;;nein;;;;;;;Site et Musée romains d'Avenches;;;
SNP;Schweizerischer Nationalpark, Zernez;Schweizerischer Nationalpark (SNP);Nationalparkzentrum;;;7530;Zernez;ch;info@nationalpark.ch;;;;;g;;;CHKBG;8094;Über Institution;Freiwilliger Beitrag;ja;0;0;0;;;;;;;;;;;;;;ja;;;;46.6665905, 10.1999038;;BGR;;BGRKB;;;;
SOR;Sammlung Oskar Reinhart, Winterthur;Sammlung Oskar Reinhart;Haldenstrasse ;95;;8400;Winterthur;ch;sor@bak.admin.ch;;;;;g;;nein;;;Über Institution;Freiwilliger Beitrag;ja;0;0;0;;;;;;;;;;;;;;ja;;;;47.5112649, 8.7317101;;Alexandria;;ALEXKB;;;;
SOSBI;Kooperative Speicherbibliothek Schweiz, Büron;Kooperative Speicherbibliothek Schweiz;Grabmattenstrasse ;15;;6233;Büron;ch;;;;;;g;;nein;;;Über Leitbibliothek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOSBK;Kooperative Speicherbibliothek Schweiz, Büron;Kooperative Speicherbibliothek Schweiz;Grabmattenstrasse ;15;;6233;Büron;ch;;;;;;g;;nein;;;Keine Verrechnung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ssp;Uni Lausanne - Sciences sociales et politiques;Faculté des sciences sociales et politiques  Bibliothèque  Anthropole;Anthropole;;;1015;Lausanne;ch;;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;;U2005;;UNIL;UNIL;;;;
sst;Uni Lausanne - Sciences de la terre;Université de Lausanne  Bibliothèque des Sciences de la Terre;Quartier Mouline;;;1015;Lausanne;ch;;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;;U2005;;UNIL;UNIL;;;;
STA;Staatsarchiv Aargau, Aarau;Staatsarchiv Aargau, Bibliothek;Entfelderstrasse ;22;;5001;Aarau;ch;staatsarchiv@ag.ch;;;;;g;;;CHAKB;8095;Über Institution;Anzahl Aufnahmen;ja;125;250;250;;;;;;;;;;;;;;ja;;;;47.3874345, 8.0494995;;ABN;;ABNKB;;;;
STC;Stadtarchiv Chur (-x);Stadtarchiv Chur;Poststrasse ;33;;7000;Chur;ch;;;;;;g;;;CHKBG;8094;Keine Verrechnung;;;;;;;;;;;;;;;;;;;;;;;46.8489325, 9.5325461;;;;;;;;
STG;Staatsarchiv Graubünden, Chur;Staatsarchiv Graubünden (STG);Karlihofplatz;;;7001;Chur;ch;info@sag.gr.ch;;;;;g;;;CHKBG;8094;Über Institution;Anzahl Aufnahmen;ja;100;200;200;;;;;;;;;;;;;;ja;;;;46.853258, 9.5300271;;BGR;;BGRKB;;;;
stroch;Bibliothèque scolaire ES Villamont, Lausanne;Bibliothèque scolaire de Villamont - St-Roch;Ch. des Magnolias ;6;;1005;Lausanne;ch;villamont@lausanne.ch;;;;;f;;nein;;;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;;;;;;Bibliothèque scolaire;de Villamont - St-Roch;;
sulpice;Bibliothèque des Jeunes de St-Sulpice;Bibliothèque des Jeunes;Chemin des Pâquis ;5;;1025;St-Sulpice;ch;biblio@st-sulpice.ch;;;;;f;;nein;;;direkt;Anzahl Aufnahmen;offen;50;100;100;;ja;;;;;;;;;;;;ja;;nein;;;;;;;Bibliothèque des Jeunes;;;
SVWGB;Spezialverwaltungsgerichte, Aarau;Spezialverwaltungsgerichte, Bibliothek, Aarau;Laurenzenvorstadt ;9;;5000;Aarau;ch;;;;;;g;;;CHAKB;8095;Über Institution;Freiwilliger Beitrag;ja;0;0;0;;;;;;;;;;;;;;ja;;;;47.393872, 8.0465797;;ABN;;ABNKB;;;;
SWTR;Schweizerischer Wissenschaftsrat SWR, Bern;Schweizerischer Wissenschaftsrat SWR;Einsteinstrasse ;2;;3003;Bern;ch;swir@swir.admin.ch;;;;;g;;nein;;;Über Institution;Freiwilliger Beitrag;ja;0;0;0;;;;;;;;;;;;;;ja;;;;46.9375268, 7.4465649;;Alexandria;;ALEXKB;;;;
tchermi;Tribunal cantonal - Palais de justice de l'Hermitage, Lausanne;Tribunal cantonal - Palais de justice de l'Hermitage, Bibliothèque;Route du Signal;8;;1014;Lausanne;ch;;Di Grado;Vanessa;Frau;vanessa.di-grado@vd.ch;f;;nein;;;direkt;Anzahl Aufnahmen;ja;75;150;150;;ja;;;;;;;;;;;;ja;;nein;;;;;;;Tribunal cantonal;Palais de justice de l'Hermitage;Bibliothèque;
THC;Theologische Hochschule Chur;Theologische Hochschule Chur (THC);Alte Schanfiggerstr. ;7-9;;7000;Chur;ch;bibliothek@thchur.ch;;;;;g;;;CHKBG;8094;Über Institution;Anzahl Aufnahmen;ja;325;650;650;;;;;;;;;;;;;;nein;BFK;;;46.8476455, 9.5368853;;BGR;;BGRKB;;;;
theol;Uni Lausanne - Théologie;Faculté de théologie  Bibliothèque  Anthropole;Anthropole;;;1015;Lausanne;ch;;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;;U2005;;UNIL;UNIL;;;;
tourdp;Ecoles de la Tour-de-Peilz;Bibliothèque des écoles de la Tour-de-Peilz;Rue du Collège ;6;;1814;La Tour-de-Peilz;ch;eps.la-tour-de-peilz@vd.ch;;;;;f;;nein;;;direkt;Anzahl Aufnahmen;offen;75;150;150;;ja;;;;;;;;;;;;ja;;nein;;;;;;;Bibliothèque des écoles;de la Tour-de-Peilz;;
UANTH;Uni Zürich - Anthropologisches Institut und Museum;Universität Zürich, Anthropologisches Institut und Museum, Bibliothek;Winterthurerstr. ;190;;8057;Zürich;ch;biblio@aim.uzh.ch;;;;;g;;;CHUZH;8079;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;47.3978168, 8.5505743;U2013;;UZHV;UZHV;;;;
UARCH;Uni Zürich - Klassische Archäologie;Universität Zürich, Bibliothek Klassische Archäologie (UARCH);Rämistr. ;73;;8006;Zürich;ch;;;;;;g;;;CHUZH;8079;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;47.3753322, 8.5488991;U2013;;UZHV;UZHV;;;;
UASZ;Stadt Zürich Statistik;Statistik Stadt Zürich, Bibliothek;Napfgasse ;6;;8001;Zürich;ch;;;;;;g;;nein;;;Keine Verrechnung;;;;;;0 Treffer;;;;;;;;;;;;;;;;;;;;;;;;;
UBFB;Uni Zürich - Betriebswirtschaft;Universität Zürich,  Universität Zürich Bibliothek für Betriebswirtschaft;Plattenstrasse ;14;;8032;Zürich;ch;bfb@business.uzh.ch;;;;;g;;;CHUZH;8079;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;47.3741352, 8.5527011;U2013;;UZHV;UZHV;;;;
